,Lineup
1157,"['Max Scherzer (15257957)', 'Jordan Montgomery (15257966)', 'Omar Narvaez (15258140)', 'Shohei Ohtani (15258029)', 'Adam Frazier (15258194)', 'Manny Machado (15258022)', 'Trea Turner (15257986)', 'Trent Grisham (15258083)', 'Avisail Garcia (15258163)', 'Victor Reyes (15258186)']"
1158,"['Dinelson Lamet (15257959)', 'Max Scherzer (15257957)', 'Yasmani Grandal (15258024)', 'Bobby Dalbec (15258279)', 'Tyler Wade (15258388)', 'Josh Donaldson (15258175)', 'Javier Baez (15258058)', 'Ben Gamel (15258252)', 'Eddie Rosario (15258085)', 'Christian Yelich (15258006)']"
1159,"['Max Scherzer (15257957)', 'Adrian Houser (15258614)', 'Jacob Stallings (15258258)', 'Mitch Moreland (15258080)', 'Jose Peraza (15258324)', 'Manny Machado (15258022)', 'Didi Gregorius (15258059)', 'Max Kepler (15258061)', 'Adam Frazier (15258194)', 'J.D. Martinez (15258003)']"
1160,"['Jose Berrios (15257965)', 'Kyle Hendricks (15257963)', 'Willson Contreras (15258020)', 'Eric Hosmer (15258062)', 'Adam Frazier (15258194)', 'Josh Donaldson (15258175)', 'Francisco Lindor (15258007)', 'Trent Grisham (15258083)', 'Max Kepler (15258061)', 'Christian Yelich (15258006)']"
1161,"['Triston McKenzie (15257970)', 'Dinelson Lamet (15257959)', 'Roberto Perez (15258281)', 'Jeimer Candelario (15258107)', 'Keston Hiura (15258000)', 'DJ LeMahieu (15258035)', 'Javier Baez (15258058)', 'Wil Myers (15258127)', 'Ian Happ (15258086)', 'Shohei Ohtani (15258029)']"
1162,"['Max Scherzer (15257957)', 'Adrian Houser (15258614)', 'Omar Narvaez (15258140)', 'Luke Voit (15258071)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Javier Baez (15258058)', 'Ian Happ (15258086)', 'Eddie Rosario (15258085)', 'Hunter Renfroe (15258151)']"
1163,"['Kyle Hendricks (15257963)', 'Max Scherzer (15257957)', 'Daulton Varsho (15258498)', 'Shohei Ohtani (15258029)', 'Jonathan Schoop (15258064)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Adam Frazier (15258194)', 'Christian Yelich (15258006)', 'Daulton Varsho (15258498)']"
1164,"['Adrian Houser (15258614)', 'Jose Berrios (15257965)', 'Willson Contreras (15258020)', 'Bobby Dalbec (15258279)', 'Kevin Newman (15258129)', 'Manny Machado (15258022)', 'Javier Baez (15258058)', 'Brett Gardner (15258231)', 'AJ Pollock (15258091)', 'Juan Soto (15257981)']"
1165,"['Spencer Turnbull (15258611)', 'Kyle Hendricks (15257963)', 'Yasmani Grandal (15258024)', 'Eric Hosmer (15258062)', 'Cesar Hernandez (15258088)', 'Bobby Dalbec (15258279)', 'Tim Anderson (15257991)', 'Trent Grisham (15258083)', 'Max Kepler (15258061)', 'Adam Frazier (15258194)']"
1166,"['Max Scherzer (15257957)', 'Jordan Montgomery (15257966)', 'Daulton Varsho (15258498)', 'Justin Smoak (15258112)', 'Luis Urias (15258105)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Trent Grisham (15258083)', 'Christian Yelich (15258006)', 'Hunter Renfroe (15258151)']"
1167,"['Jose Berrios (15257965)', 'Kyle Hendricks (15257963)', 'Willson Contreras (15258020)', 'Luke Voit (15258071)', 'Adam Frazier (15258194)', 'Josh Donaldson (15258175)', 'Francisco Lindor (15258007)', 'Trent Grisham (15258083)', 'Juan Soto (15257981)', 'Jose Peraza (15258324)']"
1168,"['Jordan Montgomery (15257966)', 'Jose Berrios (15257965)', 'Yasmani Grandal (15258024)', 'Luke Voit (15258071)', 'Keston Hiura (15258000)', 'Bobby Dalbec (15258279)', 'Xander Bogaerts (15258001)', 'Byron Buxton (15258139)', 'Max Kepler (15258061)', 'Trent Grisham (15258083)']"
1169,"['Dinelson Lamet (15257959)', 'Jordan Montgomery (15257966)', 'Gary Sanchez (15258079)', 'Eric Hosmer (15258062)', 'DJ LeMahieu (15258035)', 'Jose Ramirez (15258011)', 'Tyler Wade (15258388)', 'Trent Grisham (15258083)', 'J.D. Martinez (15258003)', 'Gregory Polanco (15258267)']"
1170,"['Triston McKenzie (15257970)', 'Max Scherzer (15257957)', 'Jacob Stallings (15258258)', 'Howie Kendrick (15258070)', 'Kevin Newman (15258129)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Christian Yelich (15258006)', 'Ian Happ (15258086)', 'Victor Reyes (15258186)']"
1171,"['Jose Berrios (15257965)', 'Adrian Houser (15258614)', 'Kurt Suzuki (15258087)', 'Eric Hosmer (15258062)', 'Adam Frazier (15258194)', 'Yoan Moncada (15257995)', 'Francisco Lindor (15258007)', 'Max Kepler (15258061)', 'Franmil Reyes (15258094)', 'Victor Reyes (15258186)']"
1172,"['Dinelson Lamet (15257959)', 'Adrian Houser (15258614)', 'Gary Sanchez (15258079)', 'Carlos Santana (15258097)', 'Cesar Hernandez (15258088)', 'Rafael Devers (15257998)', 'Trea Turner (15257986)', 'Trent Grisham (15258083)', 'Daulton Varsho (15258498)', 'Adam Frazier (15258194)']"
1173,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Willson Contreras (15258020)', 'Bobby Dalbec (15258279)', 'Jonathan Schoop (15258064)', 'Gio Urshela (15258119)', 'Tyler Wade (15258388)', 'Max Kepler (15258061)', 'Trent Grisham (15258083)', 'Christian Yelich (15258006)']"
1174,"['Max Scherzer (15257957)', 'Dinelson Lamet (15257959)', 'Omar Narvaez (15258140)', 'Luke Voit (15258071)', 'Jake Cronenworth (15258100)', ""Ke'Bryan Hayes (15258566)"", 'Francisco Lindor (15258007)', 'Juan Soto (15257981)', 'Victor Robles (15258396)', 'Randy Arozarena (15258226)']"
1175,"['Triston McKenzie (15257970)', 'Max Scherzer (15257957)', 'Roberto Perez (15258281)', 'Shohei Ohtani (15258029)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Jorge Polanco (15258025)', 'Aaron Hicks (15258148)', 'Mookie Betts (15257977)', 'Trent Grisham (15258083)']"
1176,"['Triston McKenzie (15257970)', 'Walker Buehler (15258586)', 'Willson Contreras (15258020)', 'Anthony Rizzo (15258004)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Jorge Polanco (15258025)', 'Victor Robles (15258396)', 'Christian Yelich (15258006)', 'Randy Arozarena (15258226)']"
1177,"['Dinelson Lamet (15257959)', 'Max Scherzer (15257957)', 'Gary Sanchez (15258079)', 'Bobby Dalbec (15258279)', 'Michael Chavis (15258110)', 'Bobby Dalbec (15258279)', 'Francisco Lindor (15258007)', 'Shohei Ohtani (15258029)', 'Avisail Garcia (15258163)', 'Trent Grisham (15258083)']"
1178,"['Adrian Houser (15258614)', 'Max Scherzer (15257957)', 'Omar Narvaez (15258140)', 'Bobby Dalbec (15258279)', 'Adam Frazier (15258194)', 'Max Muncy (15257988)', 'Javier Baez (15258058)', 'Cody Bellinger (15257984)', 'Trent Grisham (15258083)', 'Victor Robles (15258396)']"
1179,"['Jose Berrios (15257965)', 'Max Scherzer (15257957)', 'Omar Narvaez (15258140)', 'Josh Bell (15258155)', 'Adam Frazier (15258194)', 'Bobby Dalbec (15258279)', 'Trea Turner (15257986)', 'Trent Grisham (15258083)', 'Victor Reyes (15258186)', 'Juan Soto (15257981)']"
1180,"['Triston McKenzie (15257970)', 'Charlie Morton (15257964)', 'Roberto Perez (15258281)', 'Luke Voit (15258071)', 'Tyler Wade (15258388)', 'Jose Ramirez (15258011)', 'Xander Bogaerts (15258001)', 'J.D. Martinez (15258003)', 'Cody Bellinger (15257984)', 'Max Kepler (15258061)']"
1181,"['Jose Berrios (15257965)', 'Adrian Houser (15258614)', 'Willson Contreras (15258020)', 'Carlos Santana (15258097)', 'Keston Hiura (15258000)', 'Manny Machado (15258022)', 'Willy Adames (15258089)', 'Christian Yelich (15258006)', 'Aaron Hicks (15258148)', 'Jose Peraza (15258324)']"
1182,"['Adrian Houser (15258614)', 'Walker Buehler (15258586)', 'Roberto Perez (15258281)', 'Mitch Moreland (15258080)', 'Jake Cronenworth (15258100)', 'Josh Donaldson (15258175)', 'Jorge Polanco (15258025)', 'J.D. Martinez (15258003)', 'Trent Grisham (15258083)', 'Hunter Renfroe (15258151)']"
1183,"['Dinelson Lamet (15257959)', 'Kyle Hendricks (15257963)', 'Gary Sanchez (15258079)', 'Michael Chavis (15258110)', 'DJ LeMahieu (15258035)', ""Ke'Bryan Hayes (15258566)"", 'Trea Turner (15257986)', 'Trent Grisham (15258083)', 'Christian Yelich (15258006)', 'Victor Robles (15258396)']"
1184,"['Kyle Hendricks (15257963)', 'Max Scherzer (15257957)', 'Willson Contreras (15258020)', 'Howie Kendrick (15258070)', 'Cesar Hernandez (15258088)', 'Jose Ramirez (15258011)', 'Adalberto Mondesi (15258218)', 'Tyler Naquin (15258296)', 'Alex Verdugo (15258039)', 'Jose Peraza (15258324)']"
1185,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Daulton Varsho (15258498)', 'Eric Hosmer (15258062)', 'DJ LeMahieu (15258035)', 'Jose Ramirez (15258011)', 'Tyler Wade (15258388)', 'Aaron Hicks (15258148)', 'Christian Yelich (15258006)', 'J.D. Martinez (15258003)']"
1186,"['Dinelson Lamet (15257959)', 'Adrian Houser (15258614)', 'Willson Contreras (15258020)', 'Mitch Moreland (15258080)', 'Tyler Wade (15258388)', 'Josh Donaldson (15258175)', 'Trea Turner (15257986)', 'Max Kepler (15258061)', 'Adam Frazier (15258194)', 'Trent Grisham (15258083)']"
1187,"['Kyle Hendricks (15257963)', 'Adrian Houser (15258614)', 'Willson Contreras (15258020)', 'Michael Chavis (15258110)', 'Kevin Newman (15258129)', 'Manny Machado (15258022)', 'Kevin Newman (15258129)', 'Randy Arozarena (15258226)', 'Christian Yelich (15258006)', 'Trent Grisham (15258083)']"
1188,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Gary Sanchez (15258079)', 'Eric Hosmer (15258062)', 'Keston Hiura (15258000)', 'Bobby Dalbec (15258279)', 'Francisco Lindor (15258007)', 'Adam Frazier (15258194)', 'Randy Arozarena (15258226)', 'Trent Grisham (15258083)']"
1189,"['Dinelson Lamet (15257959)', 'Jordan Montgomery (15257966)', 'J.T. Realmuto (15258010)', 'Carlos Santana (15258097)', 'Jake Cronenworth (15258100)', 'Jose Ramirez (15258011)', 'Adalberto Mondesi (15258218)', 'Trent Grisham (15258083)', 'Ian Happ (15258086)', 'Avisail Garcia (15258163)']"
1190,"['Jose Berrios (15257965)', 'Walker Buehler (15258586)', 'Omar Narvaez (15258140)', 'Miguel Sano (15258019)', 'Kevin Newman (15258129)', 'Jose Ramirez (15258011)', 'Trea Turner (15257986)', 'Trent Grisham (15258083)', 'Tyler Naquin (15258296)', 'Randy Arozarena (15258226)']"
1191,"['Max Scherzer (15257957)', 'Triston McKenzie (15257970)', 'Willson Contreras (15258020)', 'Max Muncy (15257988)', 'Keston Hiura (15258000)', 'Manny Machado (15258022)', 'Adalberto Mondesi (15258218)', 'Hunter Renfroe (15258151)', 'Trent Grisham (15258083)', 'Delino DeShields (15258515)']"
1192,"['Jose Berrios (15257965)', 'Jordan Montgomery (15257966)', 'Willson Contreras (15258020)', 'Jeimer Candelario (15258107)', 'Adam Frazier (15258194)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'Juan Soto (15257981)', 'Max Kepler (15258061)', 'Randy Arozarena (15258226)']"
1193,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Roberto Perez (15258281)', 'Shohei Ohtani (15258029)', 'Jake Cronenworth (15258100)', 'Manny Machado (15258022)', 'Kevin Newman (15258129)', 'Shohei Ohtani (15258029)', 'Trent Grisham (15258083)', 'Franmil Reyes (15258094)']"
1194,"['Kyle Hendricks (15257963)', 'Walker Buehler (15258586)', 'Daulton Varsho (15258498)', 'Bobby Dalbec (15258279)', 'Cesar Hernandez (15258088)', 'Max Muncy (15257988)', 'Javier Baez (15258058)', 'Juan Soto (15257981)', 'Trent Grisham (15258083)', 'Nomar Mazara (15258349)']"
1195,"['Walker Buehler (15258586)', 'Max Scherzer (15257957)', 'Daulton Varsho (15258498)', 'Howie Kendrick (15258070)', 'Jake Cronenworth (15258100)', 'DJ LeMahieu (15258035)', 'Javier Baez (15258058)', 'Hunter Renfroe (15258151)', 'Delino DeShields (15258515)', 'Max Kepler (15258061)']"
1196,"['Jose Berrios (15257965)', 'Kyle Hendricks (15257963)', 'Yasmani Grandal (15258024)', 'Carlos Santana (15258097)', 'Jose Peraza (15258324)', 'Manny Machado (15258022)', 'Javier Baez (15258058)', 'Christian Yelich (15258006)', 'AJ Pollock (15258091)', 'Avisail Garcia (15258163)']"
1197,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Roberto Perez (15258281)', 'Howie Kendrick (15258070)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'Avisail Garcia (15258163)', 'Franmil Reyes (15258094)', 'Wil Myers (15258127)']"
1198,"['Dinelson Lamet (15257959)', 'Triston McKenzie (15257970)', 'Roberto Perez (15258281)', 'Bobby Dalbec (15258279)', 'Cesar Hernandez (15258088)', 'Manny Machado (15258022)', 'Trea Turner (15257986)', 'AJ Pollock (15258091)', 'J.D. Martinez (15258003)', 'Trent Grisham (15258083)']"
1199,"['Adrian Houser (15258614)', 'Triston McKenzie (15257970)', 'Omar Narvaez (15258140)', 'Carlos Santana (15258097)', 'Michael Chavis (15258110)', 'Maikel Franco (15258137)', 'Javier Baez (15258058)', 'Juan Soto (15257981)', 'Wil Myers (15258127)', 'Bryce Harper (15257979)']"
1200,"['Jose Berrios (15257965)', 'Dinelson Lamet (15257959)', 'Yasmani Grandal (15258024)', 'Michael Chavis (15258110)', 'Jonathan Schoop (15258064)', 'Jose Ramirez (15258011)', 'Francisco Lindor (15258007)', 'Manuel Margot (15258268)', 'Victor Robles (15258396)', 'Ian Happ (15258086)']"
1201,"['Triston McKenzie (15257970)', 'Max Scherzer (15257957)', 'Willson Contreras (15258020)', 'Shohei Ohtani (15258029)', 'Jose Peraza (15258324)', 'Josh Donaldson (15258175)', 'Xander Bogaerts (15258001)', 'Trent Grisham (15258083)', 'Jose Peraza (15258324)', 'Christian Yelich (15258006)']"
1202,"['Triston McKenzie (15257970)', 'Walker Buehler (15258586)', 'Willson Contreras (15258020)', 'Jose Martinez (15259170)', 'DJ LeMahieu (15258035)', 'Josh Donaldson (15258175)', 'Francisco Lindor (15258007)', 'Jurickson Profar (15258158)', 'Trent Grisham (15258083)', 'AJ Pollock (15258091)']"
1203,"['Max Scherzer (15257957)', 'Charlie Morton (15257964)', 'Daulton Varsho (15258498)', 'Eric Hosmer (15258062)', 'Cesar Hernandez (15258088)', 'Rafael Devers (15257998)', 'Francisco Lindor (15258007)', 'Jorge Soler (15258074)', 'Jurickson Profar (15258158)', 'Victor Reyes (15258186)']"
1204,"['Walker Buehler (15258586)', 'Dinelson Lamet (15257959)', 'Roberto Perez (15258281)', 'Carlos Santana (15258097)', 'Luis Urias (15258105)', 'Josh Donaldson (15258175)', 'Trea Turner (15257986)', 'Nomar Mazara (15258349)', 'Jose Peraza (15258324)', 'Mookie Betts (15257977)']"
1205,"['Triston McKenzie (15257970)', 'Adrian Houser (15258614)', 'Willson Contreras (15258020)', 'Mitch Moreland (15258080)', 'Keston Hiura (15258000)', 'Josh Donaldson (15258175)', 'Trea Turner (15257986)', 'Adam Frazier (15258194)', 'Jorge Soler (15258074)', 'Christian Yelich (15258006)']"
1206,"['Triston McKenzie (15257970)', 'Kyle Hendricks (15257963)', 'Willson Contreras (15258020)', 'Miguel Sano (15258019)', 'DJ LeMahieu (15258035)', 'Manny Machado (15258022)', 'Javier Baez (15258058)', 'Ian Happ (15258086)', 'Jorge Soler (15258074)', 'Victor Robles (15258396)']"
1207,"['Max Scherzer (15257957)', 'Adrian Houser (15258614)', 'Willson Contreras (15258020)', 'Carlos Santana (15258097)', 'Cesar Hernandez (15258088)', 'DJ LeMahieu (15258035)', 'Adalberto Mondesi (15258218)', 'Hunter Renfroe (15258151)', 'Shohei Ohtani (15258029)', 'Victor Reyes (15258186)']"
1208,"['Adrian Houser (15258614)', 'Triston McKenzie (15257970)', 'Omar Narvaez (15258140)', 'Luke Voit (15258071)', 'Tyler Wade (15258388)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'Jorge Soler (15258074)', 'Cody Bellinger (15257984)', 'Christian Yelich (15258006)']"
1209,"['Walker Buehler (15258586)', 'Adrian Houser (15258614)', 'Daulton Varsho (15258498)', 'Bobby Dalbec (15258279)', 'Jonathan Schoop (15258064)', 'Jose Ramirez (15258011)', 'Kevin Newman (15258129)', 'Trent Grisham (15258083)', 'Wil Myers (15258127)', 'J.D. Martinez (15258003)']"
1210,"['Max Scherzer (15257957)', 'Kyle Hendricks (15257963)', 'Willson Contreras (15258020)', 'Bobby Dalbec (15258279)', 'Keston Hiura (15258000)', 'Jose Ramirez (15258011)', 'Adalberto Mondesi (15258218)', 'Avisail Garcia (15258163)', 'Max Kepler (15258061)', 'Victor Reyes (15258186)']"
1211,"['Max Scherzer (15257957)', 'Jose Berrios (15257965)', 'Willson Contreras (15258020)', 'Max Muncy (15257988)', 'Jake Cronenworth (15258100)', 'Manny Machado (15258022)', 'Adalberto Mondesi (15258218)', 'Christian Yelich (15258006)', 'Delino DeShields (15258515)', 'Victor Reyes (15258186)']"
1212,"['Jose Berrios (15257965)', 'Max Scherzer (15257957)', 'Anthony Bemboom (15258327)', 'Mitch Moreland (15258080)', 'Jake Cronenworth (15258100)', 'Luis Urias (15258105)', 'Javier Baez (15258058)', 'Juan Soto (15257981)', 'Nomar Mazara (15258349)', 'Max Kepler (15258061)']"
1213,"['Jose Berrios (15257965)', 'Dinelson Lamet (15257959)', 'J.T. Realmuto (15258010)', 'Carlos Santana (15258097)', 'DJ LeMahieu (15258035)', 'Manny Machado (15258022)', 'Adalberto Mondesi (15258218)', 'Wil Myers (15258127)', 'Trent Grisham (15258083)', 'Aaron Hicks (15258148)']"
1214,"['Max Scherzer (15257957)', 'Dinelson Lamet (15257959)', 'Omar Narvaez (15258140)', 'Howie Kendrick (15258070)', 'Michael Chavis (15258110)', 'Josh Donaldson (15258175)', 'Francisco Lindor (15258007)', 'Josh Naylor (15258539)', 'Eddie Rosario (15258085)', 'Trent Grisham (15258083)']"
1215,"['Dinelson Lamet (15257959)', 'Max Scherzer (15257957)', 'Daulton Varsho (15258498)', 'Bobby Dalbec (15258279)', 'Michael Chavis (15258110)', 'Manny Machado (15258022)', 'Trea Turner (15257986)', 'Randy Arozarena (15258226)', 'Christian Yelich (15258006)', 'Adam Frazier (15258194)']"
1216,"['Dinelson Lamet (15257959)', 'Walker Buehler (15258586)', 'Daulton Varsho (15258498)', 'Mitch Moreland (15258080)', 'Keston Hiura (15258000)', 'Josh Donaldson (15258175)', 'Xander Bogaerts (15258001)', 'Ian Happ (15258086)', 'Tyler Naquin (15258296)', 'Hunter Renfroe (15258151)']"
1217,"['Kyle Hendricks (15257963)', 'Jose Berrios (15257965)', 'Daulton Varsho (15258498)', 'Colin Moran (15258136)', 'Keston Hiura (15258000)', 'Luis Urias (15258105)', 'Javier Baez (15258058)', 'Cody Bellinger (15257984)', 'Tyler Naquin (15258296)', 'Mookie Betts (15257977)']"
1218,"['Jose Berrios (15257965)', 'Kyle Hendricks (15257963)', 'Yasmani Grandal (15258024)', 'Shohei Ohtani (15258029)', 'Cesar Hernandez (15258088)', 'Jose Ramirez (15258011)', 'Tyler Wade (15258388)', 'Christian Yelich (15258006)', 'Mike Tauchman (15258190)', 'Max Kepler (15258061)']"
1219,"['Kyle Hendricks (15257963)', 'Adrian Houser (15258614)', 'Willson Contreras (15258020)', 'Mitch Moreland (15258080)', 'Kevin Newman (15258129)', 'Luis Urias (15258105)', 'Francisco Lindor (15258007)', 'Manuel Margot (15258268)', 'Randy Arozarena (15258226)', 'Christian Yelich (15258006)']"
1220,"['Jordan Montgomery (15257966)', 'Jose Berrios (15257965)', 'Omar Narvaez (15258140)', 'Edwin Encarnacion (15258102)', 'Jake Cronenworth (15258100)', 'Manny Machado (15258022)', 'Francisco Lindor (15258007)', 'Shohei Ohtani (15258029)', 'Eddie Rosario (15258085)', 'Trent Grisham (15258083)']"
1221,"['Kyle Hendricks (15257963)', 'Jose Berrios (15257965)', 'Willson Contreras (15258020)', 'Mitch Moreland (15258080)', 'Michael Chavis (15258110)', 'Jose Ramirez (15258011)', 'Javier Baez (15258058)', 'Christian Yelich (15258006)', 'Avisail Garcia (15258163)', 'Adam Frazier (15258194)']"
1222,"['Max Scherzer (15257957)', 'Zack Wheeler (15257960)', 'Yasmani Grandal (15258024)', 'Howie Kendrick (15258070)', 'Cesar Hernandez (15258088)', 'Josh Donaldson (15258175)', 'Javier Baez (15258058)', 'Jurickson Profar (15258158)', 'Victor Robles (15258396)', 'Victor Reyes (15258186)']"
1223,"['Dinelson Lamet (15257959)', 'Jordan Montgomery (15257966)', 'Omar Narvaez (15258140)', 'Mitch Moreland (15258080)', 'Mike Brosseau (15258014)', 'Manny Machado (15258022)', 'Javier Baez (15258058)', 'Randy Arozarena (15258226)', 'Avisail Garcia (15258163)', 'Eddie Rosario (15258085)']"
1224,"['Walker Buehler (15258586)', 'Kyle Hendricks (15257963)', 'Daulton Varsho (15258498)', 'Howie Kendrick (15258070)', 'Jake Cronenworth (15258100)', 'Jose Ramirez (15258011)', 'Trea Turner (15257986)', 'Adam Frazier (15258194)', 'Max Kepler (15258061)', 'Ben Gamel (15258252)']"
1225,"['Triston McKenzie (15257970)', 'Dinelson Lamet (15257959)', 'Omar Narvaez (15258140)', 'Eric Hosmer (15258062)', 'Jake Cronenworth (15258100)', 'Jose Ramirez (15258011)', 'Tyler Wade (15258388)', 'Christian Yelich (15258006)', 'J.D. Martinez (15258003)', 'Ian Happ (15258086)']"
1226,"['Triston McKenzie (15257970)', 'Max Scherzer (15257957)', 'Omar Narvaez (15258140)', 'Bobby Dalbec (15258279)', 'DJ LeMahieu (15258035)', 'Manny Machado (15258022)', 'Xander Bogaerts (15258001)', 'Tyler Naquin (15258296)', 'Trent Grisham (15258083)', 'Mike Trout (15257980)']"
